100 1.0923e-05
200 3.8633e-05
300 7.6106e-05
400 0.000460767
500 0.00321177
600 0.00032222
700 0.000556166
800 0.000923825
900 0.00064507
1000 0.000803149
1100 0.00152601
1200 0.00130789
1300 0.00203798
1400 0.00181798
1500 0.00217141
1600 0.00246463
1700 0.0025966
1800 0.00252662
1900 0.00368149
2000 0.00386867
2100 0.00380338
2200 0.0045954
2300 0.00483927
2400 0.00512313
2500 0.00555482
2600 0.00625006
2700 0.00592553
2800 0.0074433
2900 0.00860319
3000 0.0103275
3100 0.0153084
3200 0.0120572
3300 0.0165698
3400 0.0116724
3500 0.01494
3600 0.0166155
3700 0.0135882
3800 0.0187572
3900 0.0164883
4000 0.0177854
4100 0.0215106
4200 0.0239655
4300 0.0219633
4400 0.0212132
4500 0.0184684
4600 0.0210007
4700 0.0261124
4800 0.0209263
4900 0.0282822
5000 0.0226606
5100 0.0242445
5200 0.025265
5300 0.0266578
5400 0.0402872
5500 0.0326584
5600 0.0312852
5700 0.0284093
5800 0.0301841
5900 0.0371195
6000 0.0316321
6100 0.0359351
6200 0.0352544
6300 0.0368432
6400 0.0377398
6500 0.0390503
6600 0.0399369
6700 0.0397978
6800 0.0417521
6900 0.0471198
7000 0.0492046
7100 0.0531514
7200 0.0440301
7300 0.0507593
7400 0.0489202
7500 0.0527744
7600 0.051567
7700 0.0523287
7800 0.055821
7900 0.0673267
8000 0.0665058
8100 0.0723618
8200 0.0677286
8300 0.0782697
8400 0.0620255
8500 0.0769698
8600 0.0702662
8700 0.0827856
8800 0.0782353
8900 0.0810706
9000 0.0713949
9100 0.0880744
9200 0.0804183
9300 0.110146
9400 0.0860419
9500 0.086832
9600 0.0860559
9700 0.087868
9800 0.0896144
9900 0.0926529
10000 0.0916831
10100 0.0975195
10200 0.09235
10300 0.103325
10400 0.100261
10500 0.105066
10600 0.110479
10700 0.115648
10800 0.109404
10900 0.110729
11000 0.119299
11100 0.122167
11200 0.122012
11300 0.119323
11400 0.13184
11500 0.142499
11600 0.151566
11700 0.159422
11800 0.13711
11900 0.134909
12000 0.148763
12100 0.138079
12200 0.144678
12300 0.141749
12400 0.163621
12500 0.151531
12600 0.156238
12700 0.14076
12800 0.144773
12900 0.139472
13000 0.147344
13100 0.146362
13200 0.149462
13300 0.152918
13400 0.153812
13500 0.166202
13600 0.155295
13700 0.161676
13800 0.166826
13900 0.201833
14000 0.194746
14100 0.206782
14200 0.207311
14300 0.206044
14400 0.209948
14500 0.216272
14600 0.217281
14700 0.227752
14800 0.202387
14900 0.208523
15000 0.206677
15100 0.213416
15200 0.206837
15300 0.205688
15400 0.20332
15500 0.203278
15600 0.207495
15700 0.223568
15800 0.208247
15900 0.222866
16000 0.218109
16100 0.221848
16200 0.230312
16300 0.222432
