100 1.7743e-05
200 3.4381e-05
300 5.5271e-05
400 7.9073e-05
500 0.000105916
600 0.000129862
700 0.000153615
800 0.000175397
900 0.000200826
1000 0.000226466
1100 0.000257138
1200 0.000276678
1300 0.000298738
1400 0.000321005
1500 0.000347636
1600 0.000369568
1700 0.000399769
1800 0.000430997
1900 0.000439862
2000 0.000471205
2100 0.000510171
2200 0.00053747
2300 0.000589815
2400 0.000580144
2500 0.000601185
2600 0.000626271
2700 0.000637995
2800 0.000672349
2900 0.000714678
3000 0.000727837
3100 0.000789571
3200 0.00078739
3300 0.00080653
3400 0.000999605
3500 0.000876923
3600 0.000891268
3700 0.0009068
3800 0.00108625
3900 0.000969384
4000 0.000996448
4100 0.00102405
4200 0.00105755
4300 0.00109788
4400 0.00112867
4500 0.00115353
4600 0.00118096
4700 0.00118799
4800 0.00121838
4900 0.00131937
5000 0.00128641
5100 0.00134793
5200 0.0013311
5300 0.00141961
5400 0.00135431
5500 0.00137
5600 0.0014302
5700 0.00151097
5800 0.00154532
5900 0.00151484
6000 0.00155251
6100 0.00157113
6200 0.00160058
6300 0.0016523
6400 0.00166942
6500 0.00167544
6600 0.00169279
6700 0.00172744
6800 0.00180007
6900 0.00177687
7000 0.00185304
7100 0.00185815
7200 0.00190255
7300 0.00197457
7400 0.00194824
7500 0.00198738
7600 0.00213173
7700 0.00203768
7800 0.00214033
7900 0.00215788
8000 0.00226686
8100 0.00224503
8200 0.00225501
8300 0.00230701
8400 0.00234148
8500 0.00236488
8600 0.00243877
8700 0.00243501
8800 0.00245234
8900 0.00252691
9000 0.00275104
9100 0.00253006
9200 0.00252521
9300 0.00261357
9400 0.00259324
9500 0.00265912
9600 0.00270605
9700 0.0026962
9800 0.00273128
9900 0.00275116
10000 0.00302768
